ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
165444.0,Iowa,2024-03-02 00:00:00,Saturday,12:48:53,Stormy,Muddy,Night,Rural,Underpass,Rollover,Truck,Adult,1.0,1.0,65.0,3.707207075741621,3.038157864424148,915.3897184023014,3.443516532235968,0.473982673254797,75.0,15.14177074720245
165445.0,Rhode Island,2024-03-03 00:00:00,Tuesday,08:18:51,Sunny,Icy,Daylight,Freeway,T-Junction,Rollover,Pedestrian,Adult,2.0,3.0,63.0,2.299371942149765,5.753110855778228,856.2633616643722,7.773356104251477,0.4233259440614702,75.0,9.97162932187664
165446.0,Delaware,2024-03-04 00:00:00,Monday,21:51:12,Sunny,Icy,Dawn,Highway,Underpass,Side collision,Car,Young Adult,1.0,1.0,61.0,1.257413573764099,9.99177134221931,265.1477388472833,6.537440034,0.9290531586974037,22.0,24.60562163486453
165447.0,Idaho,2024-03-05 00:00:00,Saturday,10:35:57,Snowy,Wet,Dusk,Freeway,Underpass,Head-on collision,Pedestrian,Young Adult,3.0,3.0,69.0,5.028102822905429,5.763674943461655,382.1112097201132,4.272399900898415,0.7404858944506943,50.0,20.51847352483431
165448.0,Florida,2024-03-06 00:00:00,Friday,06:23:04,Rainy,Wet,Dawn,Urban,Underpass,Rollover,Car,Adult,4.0,1.0,61.0,2.720686722684328,4.681899735806843,118.9873844589063,4.026032578251779,0.5176744484853625,51.0,24.53625098911092
165449.0,Florida,2024-03-07 00:00:00,Wednesday,16:26:10,Snowy,Dry,Night,Highway,Overpass,Rollover,Truck,Adult,3.0,1.0,32.0,8.370269318911683,9.853947123523723,726.8598415690336,6.537440034,0.1889411096186018,75.0,29.01249220038107
165450.0,Minnesota,2024-03-08 00:00:00,Monday,02:11:27,Foggy,Snowy,Dusk,Highway,Overpass,Side collision,Motorcycle,Adult,3.0,3.0,46.0,3.16970476138053,4.982689690559014,326.6355094170137,8.245603779503563,0.8829524051607525,99.0,16.70851681192491
165451.0,Utah,2024-03-09 00:00:00,Saturday,17:03:03,Foggy,Wet,Night,Highway,Intersection,Rollover,Bicycle,Senior,4.0,1.0,37.0,9.16735880370631,2.207262900533403,148.1419835572551,7.989173065441155,0.5132049793965421,64.0,17.49854371
165452.0,New Hampshire,2024-03-10 00:00:00,Monday,13:15:15,Sunny,Dry,Night,Highway,Crossroads,Run-off-road,Motorcycle,Young Adult,2.0,1.0,45.0,0.2634938584259171,0.647856249757177,164.5983576277623,6.932493035755702,0.4305182750270281,49.0,26.36174680030332
165453.0,Kansas,2024-03-11 00:00:00,Wednesday,05:13:23,Sunny,Icy,Daylight,Rural,Intersection,Head-on collision,Bicycle,Senior,1.0,1.0,59.0,9.771595568956833,1.651302214261679,276.3477942220335,8.65185947727864,0.5830778160005211,8.0,25.04184632546388
165454.0,Colorado,2024-03-12 00:00:00,Monday,17:30:27,Snowy,Wet,Daylight,Street,Roundabout,Head-on collision,Car,Senior,1.0,0.0,32.0,3.251192118471553,8.335448128781929,661.8524521933925,3.238407870699255,0.3322024479113607,7.0,14.5107722970068
165455.0,Maryland,2024-03-13 00:00:00,Thursday,16:48:46,Rainy,Wet,Dusk,Street,Roundabout,Head-on collision,Pedestrian,Teenager,3.0,2.0,66.0,1.905307008209432,8.727369443982852,371.6166289787473,5.524963143892225,0.9601822765332573,42.0,21.93481557560791
165456.0,Pennsylvania,2024-03-14 00:00:00,Saturday,03:57:23,Rainy,Icy,Daylight,Rural,Crossroads,Side collision,Truck,Teenager,2.0,3.0,44.0,2.618646532373871,3.172757931663961,243.6737076998388,3.206312284495522,0.3742560274151019,18.0,19.87517706705069
165457.0,Oklahoma,2024-03-15 00:00:00,Monday,12:36:33,Stormy,Icy,Dusk,Highway,Intersection,Rollover,Truck,Senior,3.0,1.0,50.0,0.9170362221879015,9.424163062810267,166.2878496928051,4.773072087342674,0.8605089584662212,99.0,18.58939965403878
165458.0,Florida,2024-03-16 00:00:00,Wednesday,06:53:50,Rainy,Muddy,Dusk,Street,Underpass,Cyclist involved,Car,Adult,4.0,2.0,34.0,3.908675195645638,7.548358027542093,777.9679941255322,7.283166633791938,0.151595070295216,85.0,12.52776055627158
165459.0,California,2024-03-17 00:00:00,Tuesday,06:56:51,Sunny,Icy,Daylight,Street,Overpass,Side collision,Bicycle,Young Adult,1.0,2.0,50.0,5.68220076635115,6.29041608914977,457.2579829366574,8.174180005940133,0.639794258498029,49.0,29.11278543962086
165460.0,Alabama,2024-03-18 00:00:00,Sunday,16:31:53,Snowy,Dry,Night,Rural,Crossroads,Run-off-road,Motorcycle,Adult,1.0,2.0,48.0,3.811006860159974,4.210455457432484,307.664518527801,7.75630728655701,0.2934358617767029,43.0,12.01500745005698
165461.0,Georgia,2024-03-19 00:00:00,Wednesday,11:34:05,Stormy,Muddy,Dusk,Rural,Intersection,Side collision,Bicycle,Young Adult,4.0,1.0,50.0,1.896218750157516,3.365451669783801,787.226772332818,6.537440034,0.8601660698741392,83.0,5.473219720712145
165462.0,Minnesota,2024-03-20 00:00:00,Monday,13:47:03,Rainy,Muddy,Dawn,Street,Roundabout,Run-off-road,Truck,Young Adult,4.0,1.0,33.0,3.874341808041089,5.908982435204165,769.7192712639835,8.480209560628861,0.694210971212799,71.0,9.000628722310939
165463.0,Idaho,2024-03-21 00:00:00,Monday,08:44:23,Rainy,Wet,Dawn,Freeway,T-Junction,Pedestrian involved,Bicycle,Teenager,2.0,3.0,36.0,1.401499313950971,7.81567145678873,487.3809882248834,3.051074733833226,0.1002610156586489,40.0,17.49854371
165464.0,New York,2024-03-22 00:00:00,Wednesday,20:41:12,Foggy,Snowy,Dusk,Street,Underpass,Pedestrian involved,Pedestrian,Young Adult,2.0,0.0,50.0,6.948208594476531,4.933199325719954,918.8710252207331,8.190882900074929,0.8117543058214209,42.0,17.49854371
165465.0,Ohio,2024-03-23 00:00:00,Thursday,20:04:15,Foggy,Muddy,Night,Street,Intersection,Rollover,Car,Adult,1.0,2.0,67.0,9.416454529497981,3.656158450843782,877.5765184278267,6.537440034,0.5282630667990493,52.0,16.52053060603906
165466.0,Pennsylvania,2024-03-24 00:00:00,Wednesday,07:46:19,Sunny,Muddy,Dawn,Rural,Intersection,Side collision,Bicycle,Young Adult,5.0,3.0,35.0,7.980434213986435,8.73517294292811,522.0302914006986,8.29722718452015,0.5526622867123935,41.0,17.49854371
165467.0,Washington,2024-03-25 00:00:00,Friday,10:53:45,Snowy,Wet,Dawn,Urban,Underpass,Rear-end collision,Motorcycle,Adult,4.0,2.0,50.0,4.895683834553783,7.550391775063011,748.6674530750156,4.152339565214827,0.3707096511219279,76.0,8.576608912118271
165468.0,Tennessee,2024-03-26 00:00:00,Wednesday,15:31:07,Rainy,Icy,Daylight,Urban,Intersection,Rollover,Bicycle,Young Adult,3.0,2.0,51.0,9.681318443601514,1.471015576649798,425.3871437184001,4.50586557110662,0.3901264926596901,60.0,10.82286802794998
165469.0,Maryland,2024-03-27 00:00:00,Thursday,20:27:31,Rainy,Wet,Dawn,Street,T-Junction,Rear-end collision,Motorcycle,Teenager,4.0,3.0,48.0,8.861032502152076,3.334414060005132,232.8201579117737,3.206607455811015,0.9688218852908844,95.0,9.144000017606288
165470.0,Mississippi,2024-03-28 00:00:00,Monday,20:23:26,Snowy,Wet,Daylight,Street,Overpass,Pedestrian involved,Truck,Teenager,4.0,1.0,61.0,1.635400193202153,2.015206625381027,772.5010540607096,5.107377285407569,0.6927825502627123,49.0,25.90144720029722
165471.0,Hawaii,2024-03-29 00:00:00,Monday,21:50:44,Rainy,Wet,Dawn,Highway,Intersection,Rollover,Motorcycle,Senior,4.0,3.0,58.0,9.170899191979995,0.7431507708547657,511.3588313970261,7.159819935587882,0.5192320607224534,88.0,14.66676310591056
165472.0,West Virginia,2024-03-30 00:00:00,Wednesday,12:38:51,Sunny,Dry,Night,Freeway,T-Junction,Rear-end collision,Truck,Young Adult,1.0,1.0,35.0,1.771382732872848,0.6744595892072052,488.4007843569529,3.353020988640551,0.8021476912822704,59.0,8.158545782176564
165473.0,Kansas,2024-03-31 00:00:00,Saturday,12:46:32,Stormy,Snowy,Dusk,Urban,Overpass,Rollover,Bicycle,Teenager,1.0,0.0,60.0,1.984019745711707,9.13204402110131,402.9131783720211,5.373256026243507,0.1400458403018751,77.0,19.25101888934832
165474.0,South Carolina,2024-04-01 00:00:00,Monday,02:10:53,Sunny,Muddy,Night,Freeway,Roundabout,Cyclist involved,Motorcycle,Young Adult,5.0,0.0,30.0,1.349304041209063,5.756542455221793,825.0460869866262,6.994510261489608,0.3506533990920275,42.0,17.49854371
165475.0,Georgia,2024-04-02 00:00:00,Tuesday,21:38:58,Rainy,Icy,Night,Street,Underpass,Side collision,Truck,Senior,1.0,3.0,48.0,7.185300681821483,4.777826327045282,592.2312636110216,6.537440034,0.6087954683667851,66.0,17.49854371
165476.0,Connecticut,2024-04-03 00:00:00,Thursday,19:15:56,Snowy,Dry,Dawn,Highway,Crossroads,Cyclist involved,Motorcycle,Senior,5.0,2.0,63.0,3.535856196614284,4.983632190692095,739.5098193805537,3.111648021105465,0.8837283619766882,56.0,26.70192398742001
165477.0,Florida,2024-04-04 00:00:00,Thursday,05:01:40,Foggy,Wet,Daylight,Highway,Intersection,Rear-end collision,Car,Senior,2.0,2.0,50.0,7.438358300653203,9.772346173787023,498.9279207153575,6.854176601291529,0.1281706634361453,76.0,25.27128353198176
165478.0,Florida,2024-04-05 00:00:00,Tuesday,12:32:29,Stormy,Wet,Night,Rural,Crossroads,Pedestrian involved,Bicycle,Young Adult,1.0,1.0,30.0,3.73396821500793,3.553210724712564,866.204222497449,3.577765072514459,0.6332525347408914,71.0,9.87588601600202
165479.0,Colorado,2024-04-06 00:00:00,Friday,23:30:51,Snowy,Muddy,Daylight,Highway,T-Junction,Pedestrian involved,Bicycle,Senior,1.0,2.0,59.0,6.273264428119883,9.614786442087668,530.0046938995247,6.537440034,0.5224771353455622,95.0,28.97506295369328
165480.0,Connecticut,2024-04-07 00:00:00,Monday,04:17:59,Rainy,Icy,Dusk,Urban,Roundabout,Pedestrian involved,Pedestrian,Senior,2.0,3.0,61.0,4.539553318429831,7.66559089188176,242.7708745733598,8.79057181097709,0.6793710102670367,79.0,14.09805426011523
165481.0,Washington,2024-04-08 00:00:00,Wednesday,21:03:26,Rainy,Dry,Daylight,Rural,Roundabout,Rear-end collision,Motorcycle,Senior,4.0,0.0,65.0,9.776050197799659,8.12894803935195,337.3653330049265,9.701662050538637,0.2643890348222357,67.0,6.75199311775272
165482.0,Hawaii,2024-04-09 00:00:00,Friday,20:50:17,Stormy,Icy,Dawn,Street,Overpass,Head-on collision,Motorcycle,Adult,3.0,3.0,62.0,1.083707454061955,7.668953309413572,654.6885301441905,8.576086851967968,0.7888289046035544,11.0,13.10374566923414
165483.0,Kansas,2024-04-10 00:00:00,Thursday,16:14:37,Foggy,Icy,Night,Urban,Overpass,Run-off-road,Car,Teenager,3.0,0.0,68.0,0.4908561086022566,2.594393528067903,852.6070205577696,5.359907424909547,0.7533522653741992,93.0,21.6657447968496
165484.0,Massachusetts,2024-04-11 00:00:00,Monday,13:05:26,Sunny,Muddy,Dawn,Freeway,Underpass,Rear-end collision,Car,Senior,4.0,3.0,31.0,2.98719281146208,2.920483263458943,381.1526138366291,8.626619847737146,0.9016632774806157,49.0,26.03101380214104
165485.0,Massachusetts,2024-04-12 00:00:00,Sunday,13:30:00,Rainy,Dry,Dusk,Urban,Roundabout,Rollover,Car,Teenager,2.0,2.0,58.0,7.7620994390048,1.59633708569077,953.8205560953506,5.041127228557068,0.8133570161564742,32.0,10.57941405651248
165486.0,Vermont,2024-04-13 00:00:00,Monday,09:45:18,Foggy,Snowy,Daylight,Rural,T-Junction,Run-off-road,Truck,Adult,4.0,3.0,56.0,5.160183572589752,1.103875786066077,992.7274240549837,6.572175093857296,0.9642742343577482,67.0,29.87734336265043
165487.0,Idaho,2024-04-14 00:00:00,Sunday,20:05:47,Rainy,Muddy,Dawn,Freeway,T-Junction,Cyclist involved,Pedestrian,Adult,5.0,2.0,50.0,2.588331585550061,5.457915296515225,412.7140147890062,5.456640343671324,0.1958265587183567,37.0,22.26196033459182
165488.0,West Virginia,2024-04-15 00:00:00,Thursday,00:32:53,Foggy,Icy,Dawn,Rural,T-Junction,Run-off-road,Pedestrian,Senior,3.0,3.0,30.0,2.789676865554537,2.113591874879985,740.7666858118961,7.023614254497097,0.6235322486769107,8.0,18.7980874643591
165489.0,Oregon,2024-04-16 00:00:00,Monday,03:18:00,Rainy,Dry,Daylight,Highway,Roundabout,Side collision,Car,Teenager,5.0,0.0,54.0,2.769710971159822,0.4038869201150694,676.0140232465237,8.659745734137395,0.4241464864859624,37.0,17.49854371
165490.0,Missouri,2024-04-17 00:00:00,Friday,21:31:02,Foggy,Wet,Daylight,Urban,T-Junction,Head-on collision,Car,Teenager,2.0,2.0,58.0,5.044230084323573,4.79959099805849,325.7767113879961,4.690718773776071,0.1375228334860139,30.0,14.81084104065341
165491.0,Alaska,2024-04-18 00:00:00,Sunday,01:06:34,Stormy,Wet,Dusk,Freeway,Intersection,Run-off-road,Bicycle,Senior,2.0,2.0,35.0,6.014917138770913,8.223628598203511,461.4476902761658,4.413938451095763,0.5974694373315613,41.0,16.73634858419499
165492.0,Texas,2024-04-19 00:00:00,Friday,06:26:32,Rainy,Dry,Daylight,Freeway,Roundabout,Rollover,Pedestrian,Young Adult,3.0,2.0,31.0,9.617824609490249,8.726292281527614,290.5756263862122,8.133402319372248,0.9839624768833135,22.0,7.585836722833934
165493.0,Maryland,2024-04-20 00:00:00,Tuesday,09:00:59,Rainy,Icy,Dusk,Urban,Crossroads,Pedestrian involved,Motorcycle,Adult,2.0,0.0,51.0,7.882792398070641,1.534167692711935,103.7757022054227,5.576741110371731,0.4498912272881254,3.0,29.02275243585271
165494.0,Oklahoma,2024-04-21 00:00:00,Friday,09:52:53,Stormy,Icy,Night,Highway,Roundabout,Side collision,Motorcycle,Adult,2.0,1.0,51.0,1.385620817768042,7.739611461191671,638.9141704888339,9.857583089460519,0.2168331383740035,37.0,17.39968212291041
165495.0,Iowa,2024-04-22 00:00:00,Thursday,09:37:06,Sunny,Dry,Dusk,Highway,Underpass,Rear-end collision,Car,Adult,3.0,2.0,69.0,2.190033431795919,2.516160274994936,561.7044781387806,4.505524471400483,0.8317297540285417,97.0,13.33291809567085
165496.0,California,2024-04-23 00:00:00,Saturday,20:25:01,Foggy,Dry,Daylight,Rural,Crossroads,Cyclist involved,Car,Adult,3.0,1.0,50.0,4.285754540318939,2.378741505608278,161.1351424095343,3.785928920410318,0.8128786663099482,17.0,9.833310582599701
165497.0,New Jersey,2024-04-24 00:00:00,Wednesday,13:18:38,Sunny,Dry,Daylight,Freeway,Underpass,Cyclist involved,Motorcycle,Young Adult,2.0,1.0,53.0,9.299299875374063,5.644877128593174,674.450011948436,3.289475387941193,0.6001554985584853,1.0,13.26647929657236
165498.0,South Dakota,2024-04-25 00:00:00,Thursday,02:09:37,Stormy,Dry,Daylight,Street,Overpass,Side collision,Motorcycle,Adult,3.0,1.0,49.0,1.158822297901726,6.461111448451895,537.3488462385243,5.910468060447116,0.3483615395775338,29.0,18.99480483081386
165499.0,Hawaii,2024-04-26 00:00:00,Wednesday,05:44:04,Stormy,Icy,Dusk,Freeway,Underpass,Rear-end collision,Motorcycle,Adult,2.0,3.0,49.0,9.701770162587039,0.2305193222895914,780.7517658557533,8.527477872113037,0.291313777811415,49.0,27.86733524721697
165500.0,Georgia,2024-04-27 00:00:00,Wednesday,20:33:21,Foggy,Muddy,Daylight,Street,Overpass,Cyclist involved,Truck,Teenager,1.0,0.0,65.0,3.982682622415531,4.578181951834747,280.5431561001927,5.034720632981203,0.3481170485212196,49.0,10.02149680577564
165501.0,Hawaii,2024-04-28 00:00:00,Tuesday,06:13:18,Stormy,Icy,Dawn,Freeway,T-Junction,Cyclist involved,Motorcycle,Adult,4.0,0.0,56.0,7.268690355239147,7.273092887462187,456.9481742801552,7.53180419435829,0.3533180649269947,19.0,14.33066432915602
165502.0,Maryland,2024-04-29 00:00:00,Wednesday,00:22:59,Rainy,Snowy,Dusk,Freeway,Roundabout,Side collision,Pedestrian,Adult,1.0,1.0,50.0,0.6211788334043751,7.510937625994229,954.9081632371402,7.372368858196617,0.5910599546007055,49.0,18.46721758547543
165503.0,Maine,2024-04-30 00:00:00,Tuesday,13:05:24,Stormy,Wet,Night,Highway,Crossroads,Cyclist involved,Pedestrian,Senior,5.0,0.0,46.0,0.6901962226924594,3.559934491833371,840.9216105564137,8.401260945402388,0.6213947416453705,82.0,25.29695700285036
165504.0,Ohio,2024-05-01 00:00:00,Wednesday,06:56:48,Snowy,Dry,Night,Urban,Intersection,Cyclist involved,Pedestrian,Senior,1.0,2.0,58.0,1.974323986592557,0.7219542810139561,862.0044925277884,4.983628893707067,0.7625767287315001,67.0,5.251636937365501
165505.0,Virginia,2024-05-02 00:00:00,Sunday,16:55:16,Rainy,Snowy,Daylight,Rural,Intersection,Run-off-road,Motorcycle,Senior,4.0,1.0,68.0,9.403687881423295,9.119720494958914,258.7049915806259,8.462101324081102,0.7669805506507172,81.0,17.49854371
165506.0,Virginia,2024-05-03 00:00:00,Thursday,15:26:15,Sunny,Snowy,Daylight,Rural,Overpass,Run-off-road,Motorcycle,Adult,3.0,1.0,56.0,1.71664616879988,2.57944263619384,981.4258180943601,5.134839855108407,0.5437354681780855,49.0,17.49854371
165507.0,Oklahoma,2024-05-04 00:00:00,Tuesday,03:21:17,Foggy,Dry,Dusk,Highway,Intersection,Head-on collision,Car,Adult,1.0,3.0,30.0,7.616930622627145,8.254259512369822,741.7299429597733,3.84519044200139,0.7341306971886896,49.0,11.94667689027394
165508.0,Pennsylvania,2024-05-05 00:00:00,Tuesday,02:30:08,Foggy,Muddy,Night,Highway,Roundabout,Side collision,Truck,Adult,1.0,0.0,69.0,0.4288893739774422,5.752713375288526,141.6588307894045,6.537440034,0.6583456082969924,44.0,8.630441823427585
165509.0,Tennessee,2024-05-06 00:00:00,Saturday,04:38:04,Stormy,Dry,Daylight,Rural,Underpass,Side collision,Pedestrian,Teenager,4.0,3.0,55.0,1.881751179555537,5.535704639941826,549.8223800782984,9.548180792569443,0.8185536609944061,96.0,28.454304787189
165510.0,North Dakota,2024-05-07 00:00:00,Saturday,05:48:03,Sunny,Dry,Dawn,Freeway,Overpass,Rollover,Motorcycle,Senior,5.0,3.0,45.0,3.403464448688481,6.368924198209228,686.461643113876,6.537440034,0.3572662947585544,52.0,5.313406570487828
165511.0,Arizona,2024-05-08 00:00:00,Thursday,23:15:43,Rainy,Dry,Dawn,Highway,T-Junction,Head-on collision,Motorcycle,Young Adult,5.0,1.0,66.0,0.381564963648264,2.409900173108717,754.418499908396,7.820540644784435,0.213017522448769,20.0,9.72160980821999
165512.0,Georgia,2024-05-09 00:00:00,Wednesday,07:32:40,Snowy,Snowy,Dusk,Rural,Underpass,Side collision,Pedestrian,Teenager,4.0,2.0,39.0,7.145168069220349,9.727447601872191,843.8422440986938,6.16734702810812,0.692664193269878,87.0,18.31579042122174
165513.0,South Dakota,2024-05-10 00:00:00,Tuesday,05:44:43,Snowy,Muddy,Daylight,Rural,Crossroads,Side collision,Pedestrian,Teenager,2.0,1.0,58.0,7.00529107603456,9.121160178941564,166.1221073824552,3.687877126642107,0.6419061011431088,93.0,23.68455790766929
165514.0,Indiana,2024-05-11 00:00:00,Wednesday,04:28:18,Snowy,Dry,Dusk,Urban,Roundabout,Run-off-road,Pedestrian,Adult,3.0,0.0,40.0,5.949885960253122,6.595579494171257,265.1206942164666,6.444573130633552,0.3130755130922207,71.0,17.15484231565182
165515.0,California,2024-05-12 00:00:00,Sunday,21:18:19,Snowy,Icy,Dawn,Freeway,Overpass,Pedestrian involved,Bicycle,Teenager,1.0,3.0,55.0,1.62369021851957,2.473316381589925,695.4507213215501,6.537440034,0.7919681664381449,81.0,7.222058349231093
165516.0,Michigan,2024-05-13 00:00:00,Thursday,13:05:13,Snowy,Muddy,Daylight,Rural,Crossroads,Side collision,Motorcycle,Adult,4.0,0.0,43.0,2.483851501533974,5.529709475487212,666.8348899511612,4.60880947028832,0.4690544379585009,53.0,14.55096220441681
165517.0,Delaware,2024-05-14 00:00:00,Tuesday,08:26:45,Rainy,Dry,Dawn,Highway,Underpass,Rear-end collision,Truck,Adult,4.0,1.0,63.0,8.748099526941182,4.356590708911098,889.7077185926651,7.166643768916185,0.4064491758689011,93.0,17.49854371
165518.0,Arizona,2024-05-15 00:00:00,Friday,19:02:21,Rainy,Dry,Dusk,Rural,Roundabout,Cyclist involved,Pedestrian,Teenager,1.0,0.0,37.0,7.644920628774257,6.918704095328273,670.567774587537,8.40855971458025,0.7373132689135572,89.0,29.02620982538705
165519.0,Texas,2024-05-16 00:00:00,Monday,12:48:35,Rainy,Dry,Daylight,Urban,Roundabout,Pedestrian involved,Motorcycle,Young Adult,1.0,3.0,70.0,3.511599006350845,5.595658188211887,863.5307199915633,7.049043838971007,0.7734301243080833,62.0,8.672665082978977
165520.0,Arkansas,2024-05-17 00:00:00,Sunday,16:11:19,Rainy,Icy,Dusk,Highway,T-Junction,Pedestrian involved,Truck,Adult,2.0,3.0,39.0,9.173893516142293,1.661848306489025,412.8937062529189,5.909645383966645,0.5334040149666238,49.0,17.49854371
165521.0,Montana,2024-05-18 00:00:00,Saturday,14:34:12,Snowy,Snowy,Night,Freeway,Underpass,Run-off-road,Truck,Senior,3.0,1.0,58.0,3.241057269912457,2.53377444664781,164.0458200365865,6.599368047998029,0.1890440250413519,17.0,15.07747909123355
165522.0,West Virginia,2024-05-19 00:00:00,Friday,00:17:54,Rainy,Muddy,Daylight,Freeway,Roundabout,Rollover,Motorcycle,Teenager,3.0,2.0,64.0,8.558358655895635,1.461742041870084,825.9282593547204,9.56407791885684,0.8191082763772446,28.0,26.54601034595088
165523.0,South Carolina,2024-05-20 00:00:00,Friday,12:12:56,Snowy,Icy,Dusk,Rural,Overpass,Rollover,Motorcycle,Senior,4.0,2.0,39.0,5.173040749930156,3.418013240500093,820.5434608844986,9.342291775676667,0.4457510439364903,89.0,27.43603407075804
165524.0,Utah,2024-05-21 00:00:00,Sunday,06:40:50,Rainy,Dry,Dawn,Rural,Underpass,Head-on collision,Bicycle,Teenager,4.0,1.0,39.0,7.47277448794063,4.35668517811501,766.4054874146419,7.496066222031087,0.188107169275211,60.0,26.10947038090875
165525.0,Alaska,2024-05-22 00:00:00,Monday,23:16:46,Rainy,Snowy,Dusk,Freeway,T-Junction,Rear-end collision,Truck,Adult,2.0,2.0,33.0,5.112237120411878,3.197563075873246,161.6676602659655,3.087748230571841,0.8302406866567895,17.0,17.49854371
165526.0,West Virginia,2024-05-23 00:00:00,Tuesday,20:58:09,Snowy,Wet,Daylight,Urban,T-Junction,Cyclist involved,Car,Senior,2.0,2.0,37.0,1.756702833767729,5.42196679019835,827.7043093945614,6.537440034,0.147899089958391,86.0,19.85024611267895
165527.0,South Dakota,2024-05-24 00:00:00,Tuesday,18:01:47,Snowy,Icy,Dawn,Highway,T-Junction,Side collision,Bicycle,Senior,1.0,2.0,59.0,9.04428080792165,0.8648321045701893,322.0150602765863,6.524325475059564,0.66927157088362,83.0,27.49568637778479
165528.0,California,2024-05-25 00:00:00,Friday,13:29:14,Foggy,Snowy,Daylight,Freeway,Crossroads,Run-off-road,Car,Senior,1.0,1.0,63.0,7.831227942287319,6.004298341200872,972.5542508178039,5.578939718715768,0.2168296208362232,42.0,10.82016011733294
165529.0,Missouri,2024-05-26 00:00:00,Tuesday,06:34:08,Rainy,Muddy,Dusk,Freeway,Intersection,Pedestrian involved,Pedestrian,Young Adult,1.0,1.0,53.0,6.774471015048754,0.9783802380259907,248.8245328896548,4.203826105607012,0.9011952339314019,39.0,21.50076839339332
